application_number,application_type,sponsor_name,generic_name,brand_name,manufacturer_name,marketing_status,therapeutic_class_epc,therapeutic_class_cs,mechanism_of_action,regulatory_action_type,submission_type,review_priority,approval_year,submission_status_date,product_type,route,dosage_form,substance_name,rxcui,unii
ANDA219444,ANDA,BRECKENRIDGE,ALCOHOL,DEHYDRATED ALCOHOL,Breckenridge Pharmaceutical Inc,Prescription,,,,AP,ORIG,STANDARD,2025,20250623,HUMAN PRESCRIPTION DRUG,INTRA-ARTERIAL,SOLUTION,ALCOHOL,2048982,3K9958V90M
NDA211855,NDA,BIOGEN INC,DIROXIMEL FUMARATE,VUMERITY,Biogen Inc.,Prescription,,,,AP,SUPPL,STANDARD,2022,20220929,HUMAN PRESCRIPTION DRUG,ORAL,"CAPSULE, DELAYED RELEASE",DIROXIMEL FUMARATE,2261788,K0N0Z40J3W
ANDA075298,ANDA,WAYLIS THERAP,FLUTAMIDE,EULEXIN,Waylis Therapeutics LLC,Prescription,Androgen Receptor Inhibitor [EPC],,Androgen Receptor Antagonists [MoA],AP,SUPPL,,2002,20020905,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,FLUTAMIDE,197726,76W6J0943E
ANDA209437,ANDA,APOTEX,ICOSAPENT ETHYL,ICOSAPENT ETHYL,Apotex Corp,Prescription,,,,AP,ORIG,STANDARD,2021,20210630,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ICOSAPENT ETHYL,,6GC8A4PAYH
ANDA207774,ANDA,ZYDUS LIFESCIENCES,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,Viona Pharmaceuticals Inc,Prescription,,,,AP,ORIG,STANDARD,2018,20180531,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,DOXYCYCLINE HYCLATE,1649405,19XTS3T51U
NDA203923,NDA,HOPE PHARMS,SODIUM THIOSULFATE,SODIUM THIOSULFATE,Hope Pharmaceuticals,Prescription,,,,AP,SUPPL,STANDARD,2017,20171019,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,SODIUM THIOSULFATE,237832,HX1032V43M
NDA205437,NDA,AMGEN INC,APREMILAST,OTEZLA,"Amgen, Inc",Prescription,Phosphodiesterase 4 Inhibitor [EPC],,Phosphodiesterase 4 Inhibitors [MoA],AP,SUPPL,PRIORITY,2024,20240425,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,APREMILAST,1492732,UP7QBP99PN
NDA207071,NDA,LEO PHARMA AS,AZELAIC ACID,FINACEA FOAM,LEO Pharma Inc.,Prescription,,,,AP,ORIG,STANDARD,2015,20150729,HUMAN PRESCRIPTION DRUG,TOPICAL,"AEROSOL, FOAM",AZELAIC ACID,1659800,F2VW3D43YT
ANDA204644,ANDA,MYLAN,IMATINIB,IMATINIB MESYLATE,Mylan Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,STANDARD,2024,20240105,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,IMATINIB MESYLATE,403878,8A1O1M485B
ANDA203908,ANDA,AUROBINDO PHARMA,ARIPIPRAZOLE,ARIPIPRAZOLE,Aurobindo Pharma Limited,Prescription,Atypical Antipsychotic [EPC],,,AP,ORIG,,2015,20151008,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ARIPIPRAZOLE,349490,82VFR53I78
ANDA077149,ANDA,PADAGIS ISRAEL,TERCONAZOLE,TERCONAZOLE,Padagis Israel Pharmaceuticals Ltd,Prescription,Azole Antifungal [EPC],Azoles [CS],,AP,ORIG,,2006,20060317,HUMAN PRESCRIPTION DRUG,VAGINAL,SUPPOSITORY,TERCONAZOLE,198245,0KJ2VE664U
ANDA065123,ANDA,PADAGIS ISRAEL,MUPIROCIN,MUPIROCIN,Padagis Israel Pharmaceuticals Ltd,Prescription,RNA Synthetase Inhibitor Antibacterial [EPC],,RNA Synthetase Inhibitors [MoA],AP,ORIG,,2003,20031107,HUMAN PRESCRIPTION DRUG,TOPICAL,OINTMENT,MUPIROCIN,106346,D0GX863OA5
ANDA084442,ANDA,WATSON LABS TEVA,PROBENECID,PROBENECID,"Actavis Pharma, Inc.",Prescription,,,,AP,SUPPL,,2000,20001016,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PROBENECID,198152,PO572Z7917
ANDA075390,ANDA,AUROBINDO PHARMA USA,NAPROXEN,NAPROXEN,Aurobindo Pharma Limited,Prescription,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,ORIG,,2001,20010419,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, DELAYED RELEASE",NAPROXEN,,57Y76R9ATQ
ANDA074251,ANDA,CHARTWELL MOLECULAR,CIMETIDINE HYDROCHLORIDE,CIMETIDINE HYDROCHLORIDE,"Chartwell RX, LLC",Prescription,,,,AP,SUPPL,,2002,20020117,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,CIMETIDINE HYDROCHLORIDE,212787,WF10491673
ANDA202640,ANDA,AUROBINDO PHARMA USA,MECLIZINE,MECLIZINE HYDROCHLORIDE,Aurobindo Pharma Limited,Prescription,,,,AP,SUPPL,STANDARD,2019,20191223,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,MECLIZINE HYDROCHLORIDE,995624,HDP7W44CIO
NDA014134,NDA,BAXTER HLTHCARE CORP,PRALIDOXIME CHLORIDE,PROTOPAM CHLORIDE,Baxter Healthcare Corporation,Prescription,,,,AP,SUPPL,PRIORITY,1991,19910715,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,PRALIDOXIME CHLORIDE,208969,38X7XS076H
ANDA076783,ANDA,BARR,NORETHINDRONE AND ETHINYL ESTRADIOL,ARANELLE,"Teva Pharmaceuticals USA, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2020,20200706,HUMAN PRESCRIPTION DRUG,ORAL-28,TABLET,,310463,
ANDA203179,ANDA,MPP PHARMA,CALCIUM ACETATE,CALCIUM ACETATE,"Westminster Pharmaceuticals, LLC",Prescription,,,,AP,ORIG,,2015,20151026,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,CALCIUM ACETATE,359296,Y882YXF34X
ANDA205064,ANDA,HETERO LABS LTD V,ARIPIPRAZOLE,ARIPIPRAZOLE,"Exelan Pharmaceuticals, Inc.",Prescription,Atypical Antipsychotic [EPC],,,AP,SUPPL,UNKNOWN,2020,20200528,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ARIPIPRAZOLE,349490,82VFR53I78
ANDA201450,ANDA,HETERO LABS LTD III,CITALOPRAM HYDROBROMIDE,CITALOPRAM HYDROBROMIDE,"Camber Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2020,20200420,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,CITALOPRAM HYDROBROMIDE,309313,I1E9D14F36
ANDA214745,ANDA,FRESENIUS KABI USA,DIAZEPAM,DIAZEPAM,"Fresenius Kabi USA, LLC",Prescription,Benzodiazepine [EPC],Benzodiazepines [CS],,AP,ORIG,STANDARD,2022,20221110,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,DIAZEPAM,2120550,Q3JTX2Q7TU
ANDA210959,ANDA,LAURUS,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,"Rising Pharma Holdings, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2024,20240108,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,HYDROXYCHLOROQUINE SULFATE,979092,8Q2869CNVH
ANDA210425,ANDA,GRANULES,COLCHICINE,COLCHICINE,Granules Pharmaceuticals Inc.,Prescription,Alkaloid [EPC],Alkaloids [CS],,AP,ORIG,STANDARD,2020,20200205,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,COLCHICINE,197541,SML2Y3J35T
NDA202192,NDA,INCYTE CORP,RUXOLITINIB,JAKAFI,Incyte Corporation,Prescription,Kinase Inhibitor [EPC],,Janus Kinase Inhibitors [MoA],AP,SUPPL,STANDARD,2023,20230131,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,RUXOLITINIB,1193331,82S8X8XX8H
ANDA090243,ANDA,MYLAN LABS LTD,VECURONIUM BROMIDE,VECURONIUM BROMIDE,Mylan Institutional LLC,Prescription,,,,AP,ORIG,,2010,20100511,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,VECURONIUM BROMIDE,859437,7E4PHP5N1D
ANDA078642,ANDA,MYLAN LABS LTD,FAMOTIDINE,FAMOTIDINE,Mylan Institutional LLC,Prescription,Histamine-2 Receptor Antagonist [EPC],,Histamine H2 Receptor Antagonists [MoA],AP,ORIG,,2008,20080625,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,FAMOTIDINE,204441,5QZO15J2Z8
NDA019631,NDA,B BRAUN,DEXTROSE AND SODIUM CHLORIDE,DEXTROSE AND SODIUM CHLORIDE,B. Braun Medical Inc.,Prescription,,,,AP,SUPPL,STANDARD,2004,20040927,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,"DEXTROSE, UNSPECIFIED FORM",244098,IY9XDZ35W2
ANDA203203,ANDA,XIROMED,LANSOPRAZOLE,LANSOPRAZOLE,Xiromed LLC,Prescription,Proton Pump Inhibitor [EPC],,Proton Pump Inhibitors [MoA],AP,SUPPL,STANDARD,2023,20230406,HUMAN PRESCRIPTION DRUG,ORAL,"CAPSULE, DELAYED REL PELLETS",LANSOPRAZOLE,311277,0K5C5T2QPG
ANDA202821,ANDA,AUROBINDO PHARMA LTD,FLECAINIDE ACETATE,FLECAINIDE ACETATE,"Rising Pharma Holdings, Inc.",Prescription,,,,AP,ORIG,,2017,20171103,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,FLECAINIDE ACETATE,886662,M8U465Q1WQ
ANDA201831,ANDA,GLENMARK PHARMS LTD,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,"Glenmark Pharmaceuticals Inc.,USA",Discontinued,,,,AP,ORIG,,2015,20150528,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,DESMOPRESSIN ACETATE,833008,XB13HYU18U
ANDA210236,ANDA,HETERO LABS LTD V,POMALIDOMIDE,POMALIDOMIDE,"Camber Pharmaceuticals, Inc.",Prescription,Thalidomide Analog [EPC],,,AP,SUPPL,,2025,20251229,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,POMALIDOMIDE,1369718,D2UX06XLB5
ANDA210154,ANDA,ZYDUS PHARMS,LENALIDOMIDE,LENALIDOMIDE,Zydus Pharmaceuticals USA Inc.,Prescription,Thalidomide Analog [EPC],,,AP,ORIG,STANDARD,2022,20220912,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,LENALIDOMIDE,602910,F0P408N6V4
NDA210922,NDA,ALNYLAM PHARMS INC,PATISIRAN,ONPATTRO,"Alnylam Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2019,20190916,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,PATISIRAN SODIUM,2053524,WO0YM16LKG
ANDA212524,ANDA,TORRENT,CARBAMAZEPINE,CARBAMAZEPINE,Torrent Pharmaceuticals Limited,Prescription,Mood Stabilizer [EPC],,Cytochrome P450 3A4 Inducers [MoA],AP,ORIG,STANDARD,2025,20250113,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",CARBAMAZEPINE,199378,33CM23913M
ANDA205672,ANDA,HOSPIRA,BUSULFAN,BUSULFAN,"Hospira, Inc.",Prescription,Alkylating Drug [EPC],,Alkylating Activity [MoA],AP,SUPPL,STANDARD,2021,20210521,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,BUSULFAN,253113,G1LN9045DK
ANDA072199,ANDA,AMNEAL PHARMS NY,IBUPROFEN,IBUPROFEN (NSAID) PAIN RELEIVER/ FEVER REDUCER,Amneal Pharmaceuticals of New York LLC,Over-the-counter,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,SUPPL,,2000,20000801,HUMAN OTC DRUG,ORAL,TABLET,IBUPROFEN,310965,WK2XYI10QM
ANDA216688,ANDA,MICRO LABS,RUFINAMIDE,RUFINAMIDE,Micro Labs Limited,Prescription,,,,AP,ORIG,STANDARD,2023,20230515,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,RUFINAMIDE,824295,WFW942PR79
NDA208223,NDA,TONIX MEDS,SUMATRIPTAN SUCCINATE,ZEMBRACE SYMTOUCH,"Upsher-Smith laboratories, LLC",Prescription,,,,AP,SUPPL,STANDARD,2019,20190610,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,SOLUTION,SUMATRIPTAN SUCCINATE,1738576,J8BDZ68989
ANDA202046,ANDA,MICRO LABS LTD INDIA,LEVOCETIRIZINE DIHYDROCHLORIDE,LEVOCETIRIZINE DIHYDROCHLORIDE,Marlex Pharmaceuticals Inc,Prescription,,,,AP,SUPPL,STANDARD,2026,20260107,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,LEVOCETIRIZINE DIHYDROCHLORIDE,855172,SOD6A38AGA
ANDA090617,ANDA,DR REDDYS LABS LTD,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,Quallent Pharmaceuticals Health LLC,Prescription,,,,AP,SUPPL,STANDARD,2023,20230509,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",METOPROLOL SUCCINATE,866427,TH25PD4CCB
NDA210868,NDA,PFIZER,LORLATINIB,LORBRENA,Pfizer Laboratories Div Pfizer Inc,Prescription,Kinase Inhibitor [EPC],,Kinase Inhibitors [MoA],AP,SUPPL,STANDARD,2020,20200529,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,LORLATINIB,2103169,OSP71S83EU
ANDA202297,ANDA,YUNG SHIN PHARM,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,"Method Pharmaceuticals, LLC",Prescription,,,,AP,SUPPL,UNKNOWN,2024,20241223,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,CLONIDINE HYDROCHLORIDE,884173,W76I6XXF06
ANDA206206,ANDA,EUGIA PHARMA,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Eugia US LLC,Prescription,,,,AP,SUPPL,STANDARD,2018,20180726,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ROCURONIUM BROMIDE,1234995,I65MW4OFHZ
ANDA077314,ANDA,DR REDDYS LABS LTD,NIZATIDINE,NIZATIDINE,Dr Reddy's Laboratories Limited,Prescription,Histamine-2 Receptor Antagonist [EPC],,Histamine H2 Receptor Antagonists [MoA],AP,ORIG,,2005,20050915,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,NIZATIDINE,198041,P41PML4GHR
NDA205175,NDA,RESILIA PHARMS,ECONAZOLE NITRATE,ECOZA,"Resilia Pharmaceuticals, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2016,20160801,HUMAN PRESCRIPTION DRUG,TOPICAL,"AEROSOL, FOAM",ECONAZOLE NITRATE,1442585,H438WYN10E
ANDA206880,ANDA,GLAND,LEVETIRACETAM INJECTION,LEVETIRACETAM,Dr.Reddy's Laboratories Inc,Prescription,,,,AP,SUPPL,STANDARD,2020,20200420,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,INJECTABLE,LEVETIRACETAM,1193358,44YRR34555
NDA214155,NDA,MELINTA THERAP,ORITAVANCIN DIPHOSPHATE,KIMYRSA,"Melinta Therapeutics, LLC",Prescription,,,,AP,SUPPL,STANDARD,2025,20250424,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,POWDER,ORITAVANCIN DIPHOSPHATE,2532361,VL1P93MKZN
ANDA075857,ANDA,HOSPIRA,MIDAZOLAM HYDROCHLORIDE,MIDAZOLAM,"Hospira, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2023,20230117,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,MIDAZOLAM HYDROCHLORIDE,1666800,W7TTW573JJ
ANDA203599,ANDA,SOFGEN PHARMS,IBUPROFEN,TOPCARE IBUPROFEN,Topco Associates LLC,Over-the-counter,Nonsteroidal Anti-inflammatory Drug [EPC],"Anti-Inflammatory Agents, Non-Steroidal [CS]",Cyclooxygenase Inhibitors [MoA],AP,SUPPL,UNKNOWN,2020,20200806,HUMAN OTC DRUG,ORAL,CAPSULE,IBUPROFEN,310964,WK2XYI10QM
ANDA089685,ANDA,SANDOZ,PERPHENAZINE,PERPHENAZINE,Sandoz Inc,Prescription,Phenothiazine [EPC],Phenothiazines [CS],,AP,SUPPL,STANDARD,2017,20170223,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PERPHENAZINE,198075,FTA7XXY4EZ
ANDA218899,ANDA,QILU,ICOSAPENT ETHYL,ICOSAPENT ETHYL,"Qilu Pharmaceutical Co., Ltd.",Prescription,,,,AP,ORIG,STANDARD,2024,20241120,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ICOSAPENT ETHYL,1304979,6GC8A4PAYH
NDA215446,NDA,KK BCJ-94,EDARAVONE,RADICAVA ORS,"Tanabe Pharma America, Inc.",Prescription,,,,AP,ORIG,PRIORITY,2022,20220512,HUMAN PRESCRIPTION DRUG,ORAL,SUSPENSION,,1924316,S798V6YJRP
ANDA207118,ANDA,NUVO PHARMS INC,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","BUTALBITAL, ACETAMINOPHEN AND CAFFEINE","SUNRISE PHARMACEUTICAL, INC",Prescription,Barbiturate [EPC],Barbiturates [CS],,AP,ORIG,STANDARD,2016,20161028,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ACETAMINOPHEN,889520,362O9ITL9D
ANDA074137,ANDA,HOSPIRA,BUPRENORPHINE HYDROCHLORIDE,BUPRENORPHINE HYDROCHLORIDE,"Hospira, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2024,20240612,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,BUPRENORPHINE HYDROCHLORIDE,1655032,56W8MW3EN1
NDA212273,NDA,VERTEX PHARMS INC,"ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",TRIKAFTA,Vertex Pharmaceuticals Incorporated,Prescription,,,,AP,SUPPL,901 REQUIRED,2024,20241220,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,,1243046,
ANDA090761,ANDA,HOSPIRA INC,ATRACURIUM BESYLATE,ATRACURIUM BESYLATE,"Hospira, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2018,20180726,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ATRACURIUM BESYLATE,966768,40AX66P76P
NDA207561,NDA,GILEAD SCIENCES INC,"ELVITEGRAVIR, COBICISTAT, EMTRICITABINE, AND TENOFOVIR ALAFENAMIDE",GENVOYA,"Gilead Sciences, Inc.",Prescription,Cytochrome P450 3A Inhibitor [EPC],Nucleosides [CS],Cytochrome P450 3A Inhibitors [MoA],AP,SUPPL,STANDARD,2017,20171122,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,COBICISTAT,1721613,LW2E03M5PG
NDA018998,NDA,BAUSCH,ENALAPRIL MALEATE,ENALAPRIL MALEATE,OCEANSIDE PHARMACEUTICALS,Prescription,,,,AP,SUPPL,,1992,19920930,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ENALAPRIL MALEATE,858804,9O25354EPJ
NDA210132,NDA,MAYNE PHARMA,ESTRADIOL AND PROGESTERONE,BIJUVA,Mayne Pharma,Prescription,Estrogen [EPC],Estradiol Congeners [CS],Estrogen Receptor Agonists [MoA],AP,SUPPL,STANDARD,2021,20210622,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,ESTRADIOL,2108924,4TI98Z838E
ANDA207402,ANDA,MICRO LABS,CLINDAMYCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE,Micro Labs Limited,Prescription,,,,AP,ORIG,STANDARD,2018,20181105,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,CLINDAMYCIN HYDROCHLORIDE,,T20OQ1YN1W
NDA021462,NDA,LILLY,PEMETREXED DISODIUM,ALIMTA,Eli Lilly and Company,Prescription,,,,AP,SUPPL,STANDARD,2022,20220831,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,POWDER,PEMETREXED DISODIUM HEPTAHYDRATE,1728072,9T47E4OM16
ANDA040246,ANDA,PADAGIS US,PROCHLORPERAZINE,COMPRO,Padagis US LLC,Prescription,Phenothiazine [EPC],Phenothiazines [CS],,AP,ORIG,,2000,20000628,HUMAN PRESCRIPTION DRUG,RECTAL,SUPPOSITORY,PROCHLORPERAZINE,198159,YHP6YLT61T
ANDA077493,ANDA,PRINSTON INC,RISPERIDONE,RISPERIDONE,"Solco Healthcare US, LLC",Prescription,Atypical Antipsychotic [EPC],,,AP,ORIG,,2011,20111129,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,RISPERIDONE,312828,L6UH7ZF8HC
ANDA090767,ANDA,RISING,LEVETIRACETAM,LEVETIRACETAM,Amneal Pharmaceuticals LLC,Prescription,,,,AP,SUPPL,,2015,20151002,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,LEVETIRACETAM,311288,44YRR34555
ANDA212678,ANDA,EDENBRIDGE PHARMS,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE AND HYDROCHLOROTHIAZIDE,Edenbridge Pharmaceuticals LLC.,Prescription,Thiazide Diuretic [EPC],Thiazides [CS],,AP,ORIG,STANDARD,2020,20200709,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,BISOPROLOL FUMARATE,854908,0J48LPH2TH
ANDA091695,ANDA,LANNETT CO INC,METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,"Lannett Company, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2013,20131231,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",METHYLPHENIDATE HYDROCHLORIDE,2001564,4B3SC438HI
ANDA214211,ANDA,STERINOVA INC,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,Meitheal Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2025,20250821,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,NALOXONE HYDROCHLORIDE,2679504,F850569PQR
NDA202992,NDA,SANOFI AVENTIS US,TERIFLUNOMIDE,AUBAGIO,Genzyme Corporation,Prescription,Pyrimidine Synthesis Inhibitor [EPC],,Dihydroorotate Dehydrogenase Inhibitors [MoA],AP,SUPPL,STANDARD,2026,20260211,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,TERIFLUNOMIDE,1310525,1C058IKG3B
NDA208289,NDA,EXELA PHARMA,EPHEDRINE SULFATE,AKOVAZ,"Exela Pharma Sciences, LLC",Prescription,,,,AP,SUPPL,STANDARD,2018,20180810,HUMAN PRESCRIPTION DRUG,INTRAVENOUS,SOLUTION,EPHEDRINE SULFATE,1116294,U6X61U5ZEG
ANDA216234,ANDA,CAPLIN,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,BE Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2023,20230302,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ROCURONIUM BROMIDE,1234995,I65MW4OFHZ
ANDA075368,ANDA,FOUGERA PHARMS,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,E. Fougera & Co. a division of Fougera Pharmaceuticals Inc.,Prescription,,,,AP,SUPPL,,2006,20060814,HUMAN PRESCRIPTION DRUG,TOPICAL,GEL,CLOBETASOL PROPIONATE,861434,779619577M
ANDA090218,ANDA,SANDOZ,GLATIRAMER ACETATE,GLATOPA,Sandoz Inc,Prescription,,,,AP,SUPPL,STANDARD,2020,20201109,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,INJECTABLE,GLATIRAMER ACETATE,1111641,5M691HL4BO
ANDA074164,ANDA,P AND L,MICONAZOLE NITRATE,MICONAZOLE 7,QUALITY CHOICE (Chain Drug Marketing Association),Over-the-counter,,,,AP,SUPPL,,1999,19991227,HUMAN OTC DRUG,VAGINAL,CREAM,MICONAZOLE NITRATE,998540,VW4H1CYW1K
ANDA206535,ANDA,ZYDUS PHARMS,ACYCLOVIR,ACYCLOVIR,Zydus Pharmaceuticals (USA) Inc.,Prescription,,,,AP,SUPPL,STANDARD,2021,20210823,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,ACYCLOVIR SODIUM,1734932,927L42J563
ANDA211031,ANDA,BRECKENRIDGE,EXEMESTANE,EXEMESTANE,"Breckenridge Pharmaceutical, Inc.",Prescription,Aromatase Inhibitor [EPC],,Aromatase Inhibitors [MoA],AP,SUPPL,STANDARD,2022,20220615,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,EXEMESTANE,310261,NY22HMQ4BX
ANDA206788,ANDA,HETERO LABS LTD V,ELTROMBOPAG,ELTROMBOPAG,XLCare Pharmaceuticals Inc.,Prescription,,,,AP,ORIG,STANDARD,2025,20250117,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ELTROMBOPAG OLAMINE,825421,4U07F515LG
BLA761067,BLA,SUN PHARMA GLOBAL,TILDRAKIZUMAB-ASMN,ILUMYA,"Sun Pharmaceutical Industries, Inc.",Prescription,Interleukin-23 Antagonist [EPC],,Interleukin-23 Antagonists [MoA],AP,ORIG,STANDARD,2018,20180320,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,TILDRAKIZUMAB,2053453,DEW6X41BEK
ANDA075429,ANDA,TEVA,SOTALOL HYDROCHLORIDE,SOTALOL HYDROCHLORIDE,"Teva Pharmaceuticals USA, Inc.",Prescription,,,,AP,SUPPL,,2012,20120111,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,SOTALOL HYDROCHLORIDE,904589,HEC37C70XX
ANDA061395,ANDA,SANDOZ,AMPICILLIN SODIUM,AMPICILLIN,Sandoz Inc,Prescription,,,,AP,SUPPL,,1992,19920123,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,AMPICILLIN SODIUM,308207,JFN36L5S8K
NDA214056,NDA,MDD US,APOMORPHINE HYDROCHLORIDE,ONAPGO,"MDD US Operations, LLC, a subsidiary of Supernus Pharmaceuticals, Inc",Prescription,,,,AP,ORIG,STANDARD,2025,20250203,HUMAN PRESCRIPTION DRUG,SUBCUTANEOUS,SOLUTION,APOMORPHINE HYDROCHLORIDE,2705789,F39049Y068
ANDA218855,ANDA,QILU,GANIRELIX ACETATE,GANIRELIX ACETATE,Mullan Pharmaceutical Inc.,Prescription,,,,AP,ORIG,STANDARD,2025,20250423,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,GANIRELIX ACETATE,855200,56U7906FQW
ANDA078321,ANDA,CSPC OUYI,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,"Precision Dose, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2019,20190102,HUMAN PRESCRIPTION DRUG,ORAL,"TABLET, EXTENDED RELEASE",METFORMIN HYDROCHLORIDE,860975,786Z46389E
ANDA064047,ANDA,BAUSCH AND LOMB,"NEOMYCIN SULFATE, POLYMYXIN B SULFATE AND GRAMICIDIN",NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,Bausch & Lomb Incorporated,Prescription,,,,AP,SUPPL,,2000,20000518,HUMAN PRESCRIPTION DRUG,OPHTHALMIC,SOLUTION/DROPS,GRAMICIDIN,310594,5IE62321P4
